Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation 1,Violation 1 Description,Violation 2,Violation 2 Description,Violation 3,Violation 3 Description,Violation 4,Violation 4 Description,Violation 5,Violation 5 Description,Violation 6,Violation 6 Description,Violation 7,Violation 7 Description,Violation 8,Violation 8 Description,Violation 9,Violation 9 Description,Violation 10,Violation 10 Description,Violation 11,Violation 11 Description,Violation 12,Violation 12 Desription,Violation 13,Violation 13 Description,Geocoded Location
WOLFIE'S BAR AND GRILL,1960 South DuPont Hwy,SMYRNA,19977,04/05/2016,Routine,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1960 South DuPont Hwy
SMYRNA, DE 19977
(39.276163, -75.591402)"
RICE RESTAURANT,45 GREENTREE DRIVE,DOVER,19904,01/20/2016,Routine,7-204_11 Sanitizers P,Violation - Corrected on Site,2-201_11 Responsibility of Person in Charge P,Violation,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,2-301_14 When to Wash P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,"45 GREENTREE DRIVE
DOVER, DE 19904
(39.160169, -75.554227)"
THE LUNCH N BRUNCH,25 WEST LOOCKERMAN STREET,DOVER,19904,06/14/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"25 WEST LOOCKERMAN STREET
DOVER, DE 19904
(39.157923, -75.525275)"
WAWA FOOD MARKET #838,290 S. DUPONT HWY.,DOVER,19901,04/14/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"290 S. DUPONT HWY.
DOVER, DE 19901
(39.158312, -75.512211)"
DOVER INTERFAITH MISSION FOR HOUSING,1155 WALKER ROAD,DOVER,19904,06/01/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1155 WALKER ROAD
DOVER, DE 19904
(39.16788, -75.553275)"
TOWNE POINT ELEMENTARY SCHOOL,629 BUCKSON DR.,DOVER,19901,03/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"629 BUCKSON DR.
DOVER, DE 19901
(39.176529, -75.521163)"
S BOWERS VFC,57 SCOTTS CORNER,MILFORD,19963,04/15/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"57 SCOTTS CORNER
MILFORD, DE 19963
(38.996892, -75.389346)"
PAPI JOE'S CAFÉ,394 DENNY STREET,LEIPSIC,19901,06/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"394 DENNY STREET
LEIPSIC, DE 19901
(39.240493, -75.517105)"
DAIRY QUEEN,1406 FORREST AVE. #A-1,DOVER,19904,04/01/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"1406 FORREST AVE. #A-1
DOVER, DE 19904
(39.159054, -75.556737)"
KENTUCKY FRIED CHICKEN,1030 FORREST AVE.,DOVER,19904,05/23/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,7-203_11 Poisonous/Toxic Material Containers P,Violation,,,,,,,,,,,,,,,,,,,,,"1030 FORREST AVE.
DOVER, DE 19904
(39.1588, -75.544815)"
CAPRIOTTI'S OF DOVER,321 INDEPENDENCE BLVD  STE F,DOVER,19904,03/21/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,7-204_11 Sanitizers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"321 INDEPENDENCE BLVD STE F
DOVER, DE 19904
(39.159457, -75.552652)"
RICE RESTAURANT,45 GREENTREE DRIVE,DOVER,19904,04/21/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"45 GREENTREE DRIVE
DOVER, DE 19904
(39.160169, -75.554227)"
MODERN MATURITY CENTER,1121 FORREST AVE,DOVER,19904,03/18/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1121 FORREST AVE
DOVER, DE 19904
(39.158746, -75.547371)"
Hollywood Diner,123 N. DuPont Hwy.,Dover,19901,03/08/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"123 N. DuPont Hwy.
Dover, DE 19901
(39.166827, -75.516687)"
SUBWAY 6109,991 FORREST AVENUE,DOVER,19901,04/22/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"991 FORREST AVENUE
DOVER, DE 19901
(39.158914, -75.54267)"
PRIMO HOAGIES,155 NORTH DUPONT HIGHWAY UNIT 4,DOVER,19901,02/12/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"155 NORTH DUPONT HIGHWAY UNIT 4
DOVER, DE 19901
(39.167147, -75.516743)"
IRISH MIKES,107 W LOOCKERMAN ST,DOVER,19904,02/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"107 W LOOCKERMAN ST
DOVER, DE 19904
(39.15779, -75.526103)"
ST. THOMAS MORE ACADEMY,133 THOMAS MORE DR.,MAGNOLIA,19962,05/19/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,5-203_14 Backflow Prevention Device/Required P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,"133 THOMAS MORE DR.
MAGNOLIA, DE 19962
(39.085491, -75.479253)"
MAPLE DALE COUNTRY CLUB,180 MAPLE DALE CIRCLE,DOVER,19904,06/07/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,5-203_14 Backflow Prevention Device/Required P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,"180 MAPLE DALE CIRCLE
DOVER, DE 19904
(39.172102, -75.57453)"
TIFFANEE & CO. BAKERY,147 S. GOVERNORS AVE.,DOVER,19904,05/23/2016,Routine,3-404_11 Treating Juice P (a) Pf (b),,,,,,,,,,,,,,,,,,,,,,,,,,"147 S. GOVERNORS AVE.
DOVER, DE 19904
(39.157964, -75.527124)"
HAPPY FORTUNE,"1030 FORREST AVE  STE 112   


SALISB",DOVER,19904,04/26/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1030 FORREST AVE STE 112 SALISB
DOVER, DE 19904
(39.1588, -75.544815)"
WENDY'S (DE0004 1127),10 N DUPONT HWY,SMYRNA,19977,03/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 N DUPONT HWY
SMYRNA, DE 19977
(39.302783, -75.60383)"
HILTON GARDEN INN,1706 NORTH DUPONT HIGHWAY,DOVER,19901,05/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1706 NORTH DUPONT HIGHWAY
DOVER, DE 19901
(39.197689, -75.55268)"
SHORE STOP #236,8953 S DUPONT HWY,FELTON,19943,06/20/2016,Routine,3-201_12 Hermetically Sealed Food P,Violation,5-205_15 System Maintained/Repair P (a),Violation,"7-201_11 Storage, Separation P",Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,"8953 S DUPONT HWY
FELTON, DE 19943
(39.041629, -75.558548)"
GREAT CHINA RESTAURANT,1051 WALKER ROAD,DOVER,19904,04/26/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,,,,,,,,,,,"1051 WALKER ROAD
DOVER, DE 19904
(39.169146, -75.547512)"
ROYAL FARMS #146,304 N. DUPONT HWY.,SMYRNA,19977,04/11/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"304 N. DUPONT HWY.
SMYRNA, DE 19977
(39.306063, -75.606732)"
"COBLENTZ COUNTRY CHEESE, LLC",550 SOUTH NEW STREET,DOVER,19904,04/19/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,3-101_11 Safe/Unadult_/Honestly Presented P,Violation,3-202_14 Pasteurized Eggs and Milk P,Violation,3-801_11 Special Requirements P,Violation,,,,,,,,,,,,,,,,,,,"550 SOUTH NEW STREET
DOVER, DE 19904
(39.152308, -75.526291)"
LA ORTOLANA,233 OLD CAMDEN RD,CAMDEN,19934,02/18/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"233 OLD CAMDEN RD
CAMDEN, DE 19934
(39.117755, -75.537927)"
KENTUCKY FRIED CHICKEN,223 S. DUPONT HWY.,DOVER,19901,02/16/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"223 S. DUPONT HWY.
DOVER, DE 19901
(39.160769, -75.512924)"
GROTTO PIZZA,1159 N. DUPONT HWY.,DOVER,19901,01/15/2016,Routine,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1159 N. DUPONT HWY.
DOVER, DE 19901
(39.187324, -75.537815)"
VINCENZO'S PIZZERIA,1030 FOREST AVE.,DOVER,19904,06/28/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1030 FOREST AVE.
DOVER, DE 19904
(39.1588, -75.544815)"
NEW PANDA GARDEN,105 S. DUPONT HWY.,DOVER,19901,02/01/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"105 S. DUPONT HWY.
DOVER, DE 19901
(39.162043, -75.513994)"
WILLIAM HENRY MIDDLE SCHOOL,65 CARVER RD.,DOVER,19904,03/21/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"65 CARVER RD.
DOVER, DE 19904
(39.160106, -75.5416)"
HARDEES OF DOVER #3,50 GREENTREE DR,DOVER,19904,01/26/2016,Routine,2-301_14 When to Wash P,Violation - Corrected on Site,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,7-204_11 Sanitizers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,"50 GREENTREE DR
DOVER, DE 19904
(39.160183, -75.554579)"
CAMDEN WYOMING MARKET,113 W CAMDEN WYOMING AVE,CAMDEN,19934,04/15/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"113 W CAMDEN WYOMING AVE
CAMDEN, DE 19934
(39.117544, -75.557348)"
DARI KABAB AND GYRO,310 N MAIN ST SUITE D,SMYRNA,19977,06/27/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"310 N MAIN ST SUITE D
SMYRNA, DE 19977
(39.303799, -75.610702)"
GEORGIA BOY'S BAGEL CAFÉ,136 GREENTREE DRIVE,DOVER,19904,04/04/2016,Followup,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation,,,,,,,,,,,,,,,,,,,,,,,,,"136 GREENTREE DRIVE
DOVER, DE 19904
(39.160861, -75.556919)"
MILFORD LITTLE LEAGUE #1,200 MONTGOMERY STREET,MILFORD,19963,04/19/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 MONTGOMERY STREET
MILFORD, DE 19963
(38.904024, -75.425976)"
KILLENS POND CONCESSION,5025 KILLENS POND ROAD,FELTON,19943,05/25/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"5025 KILLENS POND ROAD
FELTON, DE 19943
(38.990249, -75.545865)"
DOVER HIGH SCHOOL,1650 FOREST AVE.,DOVER,19904,04/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1650 FOREST AVE.
DOVER, DE 19904
(39.158319, -75.577906)"
PAVLICKS SUB SHOP,621 N WALNUT ST,MILFORD,19963,04/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"621 N WALNUT ST
MILFORD, DE 19963
(38.922166, -75.428752)"
CHINA WOK,96 SALT CREEK DR. SUITE A-8,DOVER,19904,04/26/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"96 SALT CREEK DR. SUITE A-8
DOVER, DE 19904
(39.20751, -75.569198)"
PEACH CIRCLE NUTR SITE,900 PEACH CIRCLE,SMYRNA,19977,06/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 PEACH CIRCLE
SMYRNA, DE 19977
(39.300853, -75.61567)"
KABAB KORNER,706 A  N. DUPONT HWY.,DOVER,19901,04/21/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"706 A N. DUPONT HWY.
DOVER, DE 19901
(39.179538, -75.528043)"
SUBWAY,349 N. DUPONT HWY.,SMYRNA,19977,03/17/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"349 N. DUPONT HWY.
SMYRNA, DE 19977
(39.307576, -75.608241)"
CONNIES MARKET,3444 MILLINGTON RD.,CLAYTON,19938,02/02/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,"3444 MILLINGTON RD.
CLAYTON, DE 19938
(39.270451, -75.701137)"
DOVER DOWNS-BUFFET KITCHEN,1131 N DUPONT HWY,DOVER,19901,01/07/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N DUPONT HWY
DOVER, DE 19901
(39.186702, -75.536934)"
THE GROCERY BASKET,301 N BRADFORD ST,DOVER,19901,05/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"301 N BRADFORD ST
DOVER, DE 19901
(39.165377, -75.528555)"
DOVER SUPER SODA CENTRE & DELI,595 FORREST STREET,DOVER,19904,01/05/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"595 FORREST STREET
DOVER, DE 19904
(39.15759, -75.531904)"
THE SALVATION ARMY,611 FOREST AVE.,DOVER,19903,02/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"611 FOREST AVE.
DOVER, DE 19903
(39.158025, -75.533474)"
CHUCK E CHEESE'S,1275 N. DUPONT HWY. DOVER COMMONS  STE. ,DOVER,19901,01/13/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1275 N. DUPONT HWY. DOVER COMMONS STE.
DOVER, DE 19901
(39.189288, -75.540511)"
THE FINAL SCORE RESTAURANT AND SPORTS BAR,561 N. DUPONT HWY.,DOVER,19901,01/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"561 N. DUPONT HWY.
DOVER, DE 19901
(39.175984, -75.524119)"
WENDY'S (DE0003 1167),1596 S DUPONT HWY,DOVER,19904,06/30/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,"7-201_11 Storage, Separation P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,"1596 S DUPONT HWY
DOVER, DE 19904
(39.132303, -75.528565)"
WAFFLE HOUSE #1550,37 CORY LANE,SMYRNA,19977,04/29/2016,Complaint,,,,,,,,,,,,,,,,,,,,,,,,,,,"37 CORY LANE
SMYRNA, DE 19977
(39.284566, -75.59293)"
FRANKFURT BAKERY & DELI,"200 BANNING ROAD, STE 120",DOVER,19904,02/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"200 BANNING ROAD, STE 120
DOVER, DE 19904
(39.154683, -75.533575)"
DOVER BEHAVIORAL HEALTH SYSTEMS,725 HORSEPOND RD.,DOVER,19901,05/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"725 HORSEPOND RD.
DOVER, DE 19901
(39.153545, -75.486989)"
HIBACHI RESTAURANT,691 N DUPONT HWY,DOVER,19901,06/30/2016,Routine,"3-302_13 Pasteurized Eggs, Certain Recipes P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"691 N DUPONT HWY
DOVER, DE 19901
(39.179043, -75.527263)"
W. B. SIMPSON ELEMENTARY SCHOOL,5 OLD NORTH ROAD,WYOMING,19934,05/19/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 OLD NORTH ROAD
WYOMING, DE 19934
(39.11888, -75.55001)"
COUNTRIE EATERY,950 N STATE ST,DOVER,19901,01/04/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation,3-501_19 Time as a Public Health Control P Pf,Violation,"7-201_11 Storage, Separation P",Violation,,,,,,,,,,,,,,,,,,,,,"950 N STATE ST
DOVER, DE 19901
(39.177072, -75.529798)"
LYNCH HEIGHTS FUEL CORP.,840 BAY RD.,MILFORD,19963,05/10/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"840 BAY RD.
MILFORD, DE 19963
(38.95114, -75.425619)"
SUBWAY,283 A N. DUPONT HWY.,DOVER,19901,01/08/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"283 A N. DUPONT HWY.
DOVER, DE 19901
(39.170813, -75.518676)"
THE OLIVE GARDEN ITALIAN RESTAURANT #1381,263 N DUPONT HWY,DOVER,19901,01/21/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"263 N DUPONT HWY
DOVER, DE 19901
(39.170151, -75.518037)"
TOWERS RESTAURANT - MMC,430 KINGS HWY.,DOVER,19901,02/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"430 KINGS HWY.
DOVER, DE 19901
(39.167216, -75.518539)"
THE CELTIC PUB,699 JIMMY DRIVE,SMYRNA,19977,04/18/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"699 JIMMY DRIVE
SMYRNA, DE 19977
(39.281253, -75.594399)"
CORRECTIONAL OFFICERS ASSOC. OF DE,1243 COLLEGE PARK DRIVE,DOVER,19904,02/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1243 COLLEGE PARK DRIVE
DOVER, DE 19904
(39.179487, -75.5531)"
ACADEMY OF DOVER CHARTER SCHOOL,104 SAULSBURY RD.,DOVER,19904,04/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"104 SAULSBURY RD.
DOVER, DE 19904
(39.162062, -75.543869)"
PIZZA HUT 4485,"119 N. DUPONT HWY., STE 5",SMYRNA,19977,06/30/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"119 N. DUPONT HWY., STE 5
SMYRNA, DE 19977
(39.304241, -75.605299)"
SAFEWAY #1763,190 JOHN HUNN BROWN ROAD,DOVER,19901,06/30/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,2-201_11 Responsibility of Person in Charge P,Violation,,,,,,,,,,,,,,,,,,,,,,,"190 JOHN HUNN BROWN ROAD
DOVER, DE 19901
(39.159481, -75.508401)"
MILFORD CENTRAL ACADEMY,1019 N. WALNUT STREET,MILFORD,19963,05/02/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1019 N. WALNUT STREET
MILFORD, DE 19963
(38.929683, -75.429383)"
THE OLIVE GARDEN ITALIAN RESTAURANT #1381,263 N DUPONT HWY,DOVER,19901,01/13/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,,,,,,,"263 N DUPONT HWY
DOVER, DE 19901
(39.170151, -75.518037)"
FRIENDLY'S RESTAURANT,318 N DUPONT HWY,DOVER,19901,05/09/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"318 N DUPONT HWY
DOVER, DE 19901
(39.171224, -75.51941)"
STAR HILL ELE SCHOOL,594 VOSHELL MILL/START HILL RD,DOVER,19901,05/20/2016,Routine,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"594 VOSHELL MILL/START HILL RD
DOVER, DE 19901
(39.09982, -75.533325)"
DOVER DOWNS - BANQUET KITCHEN,1131 N DUPONT HWY,DOVER,19901,01/28/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N DUPONT HWY
DOVER, DE 19901
(39.186702, -75.536934)"
PAPA JOHNS,4000 S. DUPONT HWY. STE. 103,DOVER,19901,05/16/2016,Routine,7-204_11 Sanitizers P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"4000 S. DUPONT HWY. STE. 103
DOVER, DE 19901
(39.105305, -75.54122)"
DOLCE BAKERY AND COFFEE,36 N WALNUT STREET,MILFORD,19963,01/21/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"36 N WALNUT STREET
MILFORD, DE 19963
(38.914107, -75.428231)"
SAFEWAY #1763,190 JOHN HUNN BROWN ROAD,DOVER,19901,01/11/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"190 JOHN HUNN BROWN ROAD
DOVER, DE 19901
(39.159481, -75.508401)"
DOVER DOWNS FRANKIE'S,1131 N. DUPONT HWY.,DOVER,19904,02/04/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N. DUPONT HWY.
DOVER, DE 19904
(39.186702, -75.536934)"
"THE DRUNK'N BAKER, LLC.",1 NORTH MAIN STREET,SMYRNA,19977,04/20/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 NORTH MAIN STREET
SMYRNA, DE 19977
(39.300963, -75.606544)"
ABBOTT'S GRILL,249 NE FRONT STREET,MILFORD,19963,06/10/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"249 NE FRONT STREET
MILFORD, DE 19963
(38.914907, -75.424851)"
DOVER DOWNS REC/WARE,1131 N DUPONT HWY,DOVER,19901,01/29/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N DUPONT HWY
DOVER, DE 19901
(39.186702, -75.536934)"
JERK KING CARIBBEAN,292 CENTURY DRIVE,SMYRNA,19977,05/18/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"292 CENTURY DRIVE
SMYRNA, DE 19977
(39.251343, -75.623484)"
DOVER DOWNS PIT STOP,1131 N. DUPONT HWY.,DOVER,19903,01/27/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"1131 N. DUPONT HWY.
DOVER, DE 19903
(39.186702, -75.536934)"
AUNTIE ANNES,263 WALMART DRIVE,CAMDEN,19934,06/22/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"263 WALMART DRIVE
CAMDEN, DE 19934
(39.101663, -75.54427)"
LA ORTOLANA,233 OLD CAMDEN RD,CAMDEN,19934,02/26/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"233 OLD CAMDEN RD
CAMDEN, DE 19934
(39.117755, -75.537927)"
GOLDEN BOWL CHINESE RESTAURANT,27 E GLENWOOD AVE,SMYRNA,19977,04/06/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"27 E GLENWOOD AVE
SMYRNA, DE 19977
(39.304465, -75.609143)"
GOVERNOR'S CAFÉ,144 KINGS HIGHWAY S.W. STE. 1,DOVER,19901,05/20/2016,Routine,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"144 KINGS HIGHWAY S.W. STE. 1
DOVER, DE 19901
(39.162938, -75.518056)"
CHINA DELIGHT,119 B N. DUPONT HWY.,SMYRNA,19977,06/30/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"119 B N. DUPONT HWY.
SMYRNA, DE 19977
(39.304241, -75.605299)"
GEORGIA BOY'S BAGEL CAFÉ,136 GREENTREE DRIVE,DOVER,19904,03/23/2016,Routine,2-201_11 Responsibility of Person in Charge P,,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,,"4-501_114 Chem_San_, Temp_/pH/Concentr_/Hard P",,"4-501_111 Warewashing, San_ Water Temp P",,,,,,,,,,,,,,,,,,"136 GREENTREE DRIVE
DOVER, DE 19904
(39.160861, -75.556919)"
"UNCLE JOHN'S SMOKEHOUSE, LLC.",319 REHOBOTH BLVD.,MILFORD,19963,01/12/2016,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,"319 REHOBOTH BLVD.
MILFORD, DE 19963
(38.913854, -75.415505)"
WAFFLE HOUSE #1550,37 CORY LANE,SMYRNA,19977,02/03/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation - Corrected on Site,4-502_11 Good Repair and Calibration Pf (b),Violation - Corrected on Site,4-501_19 Warewashing Wash Sol Temp Pf,Violation - Corrected on Site,5-101_11 Approved System P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,"37 CORY LANE
SMYRNA, DE 19977
(39.284566, -75.59293)"
BRIDGEWAY FAMILY RESTAURANT,15 E GLENWOOD AVE,SMYRNA,19977,03/17/2016,Routine,2-201_11 Responsibility of Person in Charge P,Violation,"6-501_15 Clean Maint Tools, Prev Contam Pf",Violation,4-703_11 Methods-Hot Water and Chemical P,Violation,,,,,,,,,,,,,,,,,,,,,"15 E GLENWOOD AVE
SMYRNA, DE 19977
(39.304127, -75.60956)"
THE ICE CREAM LADY LLC MOBILE,22 SARAH CIRCLE SUITE F,CAMDEN,19934,02/26/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"22 SARAH CIRCLE SUITE F
CAMDEN, DE 19934
(39.109717, -75.563075)"
El PIPIL RESTAURANT,720 D TOWNSEND BLVD,DOVER,19901,03/08/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"720 D TOWNSEND BLVD
DOVER, DE 19901
(39.17493, -75.521673)"
CAMPUS COMMUNITY SCHOOL,350 PEAR STREET,DOVER,19901,03/03/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"350 PEAR STREET
DOVER, DE 19901
(39.165233, -75.536389)"
MILFORD SENIOR CENTER,111 PARK AVE,MILFORD,19963,05/31/2016,Routine,,,,,,,,,,,,,,,,,,,,,,,,,,,"111 PARK AVE
MILFORD, DE 19963
(38.913768, -75.427253)"
CHINA WOK,96 SALT CREEK DR. SUITE A-8,DOVER,19904,04/29/2016,Followup,,,,,,,,,,,,,,,,,,,,,,,,,,,"96 SALT CREEK DR. SUITE A-8
DOVER, DE 19904
(39.20751, -75.569198)"
CAPRIOTTI'S OF MILFORD,684 NORTH DUPONT HWY.,MILFORD,19963,03/24/2016,Routine,3-501_19 Time as a Public Health Control P Pf,Violation,2-201_11 Responsibility of Person in Charge P,Violation,7-204_11 Sanitizers P,Violation - Corrected on Site,6-501_111 Controlling Pests Pf ( C),Violation - Corrected on Site,5-205_15 System Maintained/Repair P (a),Violation - Corrected on Site,4-703_11 Methods-Hot Water and Chemical P,Violation - Corrected on Site,,,,,,,,,,,,,,,"684 NORTH DUPONT HWY.
MILFORD, DE 19963
(38.918881, -75.439891)"
MILLS BROS MKT 1,1606 BAY RD,MILFORD,19963,04/19/2016,Routine,3-301_12 Contamination When Tasting P,Violation - Corrected on Site,,,,,,,,,,,,,,,,,,,,,,,,,"1606 BAY RD
MILFORD, DE 19963
(38.961554, -75.429782)"
